features:abstractness
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
mbert_standalone	0,04100943184387629	0,03359553327602227	0,08267591912621752	0,09939523460533828	0,045312861224314216	-	0,07203103125945987	0,21846310041503636	0,21858031116364252	0,1710770863645662	0,2290741466542895	0,17220504224194155	0,2582771549444224	0,2701408978572518	0,16757645305168567	0,018295173281942967
mbert_vulic	0,1967537806004126	0,13272713816463255	0,012034637064978981	0,055541367985219026	0,030023304943472717	0,07203105771362805	-	0,2281392700555821	0,22604630612547238	0,3051219646275727	0,22849889249011002	0,2109370077868118	0,24037679266374212	0,24606103925771527	0,2062289151117822	0,028993280303517888
xlmr_context_last_layer	0,03194860503523245	0,07292748701271978	0,23953958435056977	0,19548687167560308	0,1898739127351915	0,21846279266364554	0,22813884678695218	-	0,011948687550178305	0,06281961752969711	0,3634638732005009	0,19894274159532754	0,4576486314791185	0,33815270298904854	0,14389542010288303	0,18238408873488143
xlmr_standalone	0,03261352819891794	0,07233206182034291	0,23925032246948952	0,19471620201815087	0,188410023495734	0,21857989046918913	0,2260458789800136	0,011948703549771067	-	0,0605204711968057	0,3351767384692961	0,19117007970647115	0,4347873313841719	0,33048316899428265	0,1388766124560219	0,1822387497421587
xlmr_vulic	0,043852008171013646	0,10132280758708345	0,25746816485268975	0,23323216026739246	0,24540086436436348	0,1710771141200944	0,305122266114652	0,06281962699321242	0,060520623092292	-	0,0942167749421351	0,14674269282820906	0,13382773129337378	0,2140156505018428	0,11877435087356014	0,19304859908989536
clip_context_avg	0,07561308154328072	0,07467741201712397	0,24277782301073925	0,20167484705627814	0,19631317566379902	0,22907433678624955	0,22849924749225414	0,36346382509728015	0,3351768398947511	0,09421716545454695	-	0,06593493595280253	0,17629002170318597	0,1777061931255548	0,042939321014559995	0,19894255920335158
clip_standalone	0,09638794013616314	0,05630816798962546	0,20403431092312974	0,19684529841346987	0,17204753530109473	0,17220525397977282	0,21093646361971008	0,1989427104564756	0,19117015072774646	0,14674210032723345	0,06593486367219781	-	0,0503139534503072	0,1131128746598461	0,006464362272025848	0,2101841965132053
mclip_context_avg	0,11130509382120357	0,08996185450635752	0,25939129518279547	0,21031239993006268	0,2122831246078397	0,2582774020993458	0,2403764813152376	0,45764865563096246	0,43478715275416824	0,1338273406857029	0,17628990171689674	0,05031404757610647	-	0,10514457253588094	0,041890984844399015	0,21763755791211947
mclip_standalone	0,16654408705432466	0,11454524010346812	0,2633690636323984	0,22032357779039513	0,21584133927892157	0,2701412138206061	0,24606123043316186	0,3381527315618109	0,33048331071288006	0,21401548671820414	0,17770616412939444	0,11311284869454497	0,1051446318500131	-	0,09751708825263772	0,24481549502359456
openclip_context_avg	0,09973868580383727	0,066518350489983	0,20933629290923228	0,19421231383102033	0,18014550748486924	0,16757631193531364	0,2062286925434702	0,14389544857259506	0,13887659645260964	0,11877476445042545	0,0429393149877062	0,00646427773818381	0,04189096903225564	0,09751718600763593	-	0,17805091322149302
openclip_standalone	0,07956453543496012	0,04171338512608036	0,039968191219856286	0,0742690340269575	0,01000718325448613	0,01829512877997863	0,02899313617441346	0,1823840400387886	0,18223871079069887	0,19304859282188935	0,19894248114591973	0,21018419762071516	0,21763765710095917	0,244815637451256	0,1780507789454021	-
features:basic+relations_wordnet_flag_same_hypernyms
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,05599688383352874	0,1647445690487177	0,2131728721093944	0,1504363660266299	0,04331233862471795	0,2001110448503518	0,03714558799345968	0,037843517703190166	0,046467251212687466	0,0803807947911781	0,09983808388534254	0,1158660305793906	0,1697249164024297	0,10394610189133147	0,07967358136448155
bert_context_last_layer	0,05599687684562382	-	0,13722789721688688	0,23380404172282965	0,11830229679605664	0,03660921634875125	0,13365325335852352	0,08254825513399822	0,08196376805511518	0,10661604040900818	0,08383866361558034	0,06414996881455437	0,09836800482168451	0,12143805045992173	0,07439998039332307	0,04023198838567554
bert_standalone	0,16474471103854393	0,13722769723635198	-	0,07644601439438337	0,03549489421676877	0,08318862916777015	0,018856520430883705	0,2424092201767064	0,24226681854300347	0,2566490430978028	0,24529333699832467	0,2038636977835896	0,26129174452504556	0,2633777732018584	0,2101420635921577	0,04035856011530947
bert_vulic	0,2131727995649364	0,23380367372103483	0,0764460278622211	-	0,09451822462090553	0,12034237720528529	0,06854037280839764	0,21914448237616357	0,21836502563606897	0,25601984227303165	0,2245509280509117	0,2202903085179736	0,23262249617377528	0,24095470880262893	0,21628906036285112	0,09114480913246914
mbert_context_last_layer	0,1504363625793823	0,11830222324276962	0,03549499819599633	0,09451821618435774	-	0,05782602142439042	0,030160568247931674	0,20693811769515025	0,205543383219142	0,2578959453610812	0,21271013808303452	0,1874717850636195	0,2280477382610393	0,2285531522394535	0,1951844850661164	0,014371844152152646
mbert_standalone	0,043312292310833445	0,036609029104899826	0,08318859712705229	0,12034270475309061	0,05782604508396372	-	0,0815607452778947	0,2199783097285537	0,22016958723511637	0,1704757074734532	0,2300648174651242	0,17160569087824462	0,25887980409123446	0,26974607238404724	0,16775762156747165	0,01984954479936174
mbert_vulic	0,2001110372102991	0,13365346239253095	0,018856541841047236	0,0685403660627979	0,030160911566964765	0,08156076846800475	-	0,24028178060241856	0,23820647535185124	0,3153467064988501	0,23974898359819263	0,22223852745292816	0,25084759099070586	0,25519206490572033	0,21616946086988176	0,032987743456389884
xlmr_context_last_layer	0,03714559924434491	0,08254837260166425	0,24240872684948356	0,21914437940630993	0,20693823787643428	0,21997800297374404	0,24028136179111148	-	0,012477416042257938	0,06426741490721377	0,3633068715713279	0,19740069985464603	0,457461499155977	0,3350219956996279	0,14424694372918778	0,1876780650044224
xlmr_standalone	0,037843507779942165	0,08196381944000763	0,2422666527507774	0,21836543312219225	0,20554326441561832	0,22016916865433067	0,23820605163287167	0,012477432486681206	-	0,061921560473977344	0,3348555480314255	0,18965660071416535	0,4343740224107795	0,3271538990698445	0,1392623696266867	0,18759774265999163
xlmr_vulic	0,04646726979807425	0,10661607099863801	0,2566496332284419	0,25601951292643443	0,25789589665621526	0,1704757351356645	0,3153470037850554	0,06426742371312966	0,06192171098078836	-	0,0952331279652735	0,14729054628819593	0,13469363033119786	0,21474495642643432	0,11921341432535415	0,19462272863781804
clip_context_avg	0,08038081158044996	0,08383863258753865	0,24529370639545234	0,22455101656380294	0,2127103051229957	0,23006500699251164	0,23974933358895534	0,3633068232825568	0,3348556498864338	0,09523351790872547	-	0,06514736507958785	0,17624510417171457	0,1750066978191931	0,04377129140042424	0,20389871697621242
clip_standalone	0,09983810414980887	0,06415014738569813	0,2038637746250137	0,220290172259483	0,18747190248986056	0,17160590240348073	0,2222379857355381	0,1974006672447549	0,18965667191606728	0,14728995369775233	0,06514729354220428	-	0,049573245879661054	0,11312267409649668	0,005353440312412694	0,21430843061870264
mclip_context_avg	0,11586605161229302	0,09836795755066485	0,26129192004348345	0,2326224136017484	0,22804774821804497	0,25888005100667255	0,2508472803706452	0,4574615232671472	0,434373843067401	0,1346932427474936	0,17624498386262832	0,049573338570936154	-	0,1024604907551343	0,042241561961264384	0,22194550190901707
mclip_standalone	0,1697249109329535	0,12143796768605242	0,2633777934382542	0,24095479608265258	0,22855305285781813	0,26974638803662787	0,25519225408011226	0,33502202507616596	0,3271540409295637	0,21474479294196203	0,17500666891908634	0,1131226482607467	0,10246054969057283	-	0,0959917545534742	0,24779304510237787
openclip_context_avg	0,10394608369265945	0,074399982021216	0,21014205823872179	0,21628903594914228	0,19518459591497261	0,16775748058793927	0,21616924042162344	0,14424697225232952	0,13926235449737423	0,11921382776895162	0,04377128504150385	0,005353356097532291	0,04224154623124943	0,09599185216197381	-	0,18165239632840735
openclip_standalone	0,07967361289412278	0,04023211601702148	0,04035837057722147	0,09114488169906176	0,014371846456559312	0,019849498409962307	0,032987599858279704	0,18767801796089134	0,18759770325639213	0,19462272324517582	0,20389863984259615	0,2143084319585925	0,22194560053644097	0,24779318611686896	0,18165226405517432	-
features:basic+relations_wordnet_flag_hyponyms
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,05684069862802554	0,16352314544059343	0,19162472026230026	0,14461272940715852	0,042420372187060074	0,19383302739305597	0,033597311875556035	0,0342372700512904	0,04571662674580779	0,07700179722320322	0,09763267054118963	0,11251450588196732	0,16737715165227907	0,10057627801429458	0,07978726308380168
bert_context_last_layer	0,05684057379999363	-	0,13327539127438748	0,21132998449284301	0,11751495553308577	0,03446993091507511	0,13315475223837137	0,07163090617472756	0,07103473113358683	0,10376843649092604	0,07304475114445463	0,05504024804352736	0,08785178929726523	0,11272923710159688	0,0639353788841619	0,04140114641519499
bert_standalone	0,16352325678740598	0,13327506746341633	-	0,04969903113530694	0,02308665351296013	0,0831788655566601	0,00815322077801317	0,23937738877391912	0,23902657574566133	0,25654206017635184	0,24271625493543214	0,20379524664683046	0,2593601797775448	0,2631700711951803	0,2093812682862457	0,039076317263805005
bert_vulic	0,19162450417434718	0,21132996904041024	0,049698527759867606	-	0,08048498131220716	0,10004025720341292	0,05478927362654962	0,19454725831072872	0,19377522139827874	0,23345695122941246	0,2003056691828381	0,19516652790846234	0,20875042394971643	0,2181660362095441	0,1921513273523452	0,07271052297707492
mbert_context_last_layer	0,14461270398321246	0,11751490820914978	0,023086825863443905	0,08048519859524894	-	0,04358102185961388	0,029958351817417128	0,18668796156770884	0,18522390082084284	0,24473622550128316	0,19308493729069587	0,16959629086585915	0,2088951814257538	0,21323195862754774	0,17630014755773715	0,008293378701791587
mbert_standalone	0,04242035469595529	0,03446958900616448	0,08317885682501713	0,10004049958377015	0,04358109761816931	-	0,07050140428978857	0,2174768910400292	0,21739510832981468	0,17027184536131268	0,22855055978837313	0,17259716451440732	0,2579670298776634	0,27055192960793994	0,16762492891102299	0,018796774755674428
mbert_vulic	0,19383303275020014	0,13315492585439026	0,008153195226466514	0,054788845837473454	0,029958695232390253	0,0705013916353554	-	0,22554751177933852	0,22344713153613172	0,3043287061708164	0,22584922924574113	0,2086657905681336	0,2375878719601695	0,24358873752395804	0,20307385679479006	0,027059097595200754
xlmr_context_last_layer	0,03359731022182877	0,07163123561959817	0,2393768529075393	0,1945470936808733	0,18668816081463624	0,2174766098412172	0,22554711889208057	-	0,009888382523594808	0,05710575245923022	0,3632731954899484	0,1962481288582888	0,4572149691837437	0,3338949588296424	0,1430771871878388	0,18138830503211922
xlmr_standalone	0,0342372491688645	0,07103454339614301	0,2390265054413636	0,19377527896342028	0,18522397065143437	0,21739470069220812	0,22344686343225428	0,009888279209157247	-	0,05470960040740347	0,3346834472700083	0,18846122556002765	0,43387410444285834	0,32575126187343095	0,13785691704525493	0,18121794057211327
xlmr_vulic	0,04571669334010808	0,1037684755309034	0,2565426451557219	0,2334563744148288	0,24473617899607003	0,17027187469611738	0,3043289784226426	0,05710583798714064	0,05470981380019113	-	0,09002783051555174	0,1461321909457609	0,12986458010821855	0,21343943888613537	0,11657638196720121	0,193360130585568
clip_context_avg	0,07700182683167123	0,07304421316888077	0,24271661606759687	0,2003060781091065	0,1930847822096039	0,22855075254444346	0,22584973561255206	0,3632731198905267	0,334683567887745	0,09002841638213532	-	0,06391473175673446	0,17624148158248287	0,17413943109412822	0,042369299573830066	0,19804829728468887
clip_standalone	0,09763267316061097	0,05504046666503726	0,20379530110888233	0,19516591129883265	0,16959616737659156	0,1725975625488264	0,20866525147928483	0,19624820674655186	0,1884612431946645	0,14613159982789736	0,06391453341840225	-	0,048278184589497175	0,11311941005740733	0,00511516480919838	0,20960401298735776
mclip_context_avg	0,11251451758809228	0,08785172922938467	0,2593603759098171	0,20875012899112855	0,20889533216306821	0,25796728340476416	0,23758749958583103	0,4572149806714122	0,4338739879094765	0,1298641714772416	0,17624137985567734	0,04827822831401818	-	0,10178381958106186	0,041548388327595775	0,21681254597344457
mclip_standalone	0,1673771357851278	0,11272929219831096	0,2631701013092381	0,21816595251639503	0,2132320012507558	0,2705522954228792	0,24358878575579201	0,33389485466253943	0,32575147660533643	0,21343927218776337	0,17413947723049839	0,11311938177150405	0,10178387433687264	-	0,09622299342637775	0,24460145421277257
openclip_context_avg	0,10057626835753475	0,06393560385505881	0,2093812569372654	0,19215108743055997	0,17629993375254482	0,16762480339399188	0,20307387071828464	0,1430772843668564	0,13785695953077837	0,11657684170677096	0,042369290973584994	0,005115063928025965	0,041548312088444894	0,09622310903076425	-	0,17717657097200779
openclip_standalone	0,07978729377469074	0,041401727991678294	0,039076151284127336	0,07271054996483417	0,008293532205831067	0,018796558880926684	0,027058875441943298	0,18138808558447517	0,18121790964466766	0,19336010491251043	0,19804816458409247	0,2096040355154941	0,2168126263138529	0,24460156539742994	0,17717624590307768	-
features:basic+relations_wordnet_flag_hypernyms
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,05934291429669536	0,16278128322325658	0,18795042842129883	0,1456599062894427	0,0402567284845039	0,19479236119168408	0,02969842415188395	0,030252851659477886	0,043995686155832714	0,07343793936179399	0,09549345821014155	0,10928333910663524	0,1656053175397857	0,09773366093810987	0,07951372484672248
bert_context_last_layer	0,059343085148222174	-	0,13143395541531344	0,20583497994954236	0,1177732591310684	0,02950007908496921	0,1334945350303819	0,06489321997592457	0,06409452122001391	0,10130821213571095	0,06618388244195117	0,050051467187614995	0,08220344686703962	0,10849141750682245	0,058379903614885875	0,04121751201949442
bert_standalone	0,16278144446000375	0,1314339012985365	-	0,04048369370283533	0,022271471963583034	0,08278527526113832	0,0071550178051946745	0,23939336203977146	0,23902441945391562	0,25655362973493856	0,24274347913824457	0,2038237626332522	0,25951647015948465	0,2631356696815935	0,20938738510444777	0,03897390049379479
bert_vulic	0,18795050558747683	0,20583426246684444	0,040484216299226494	-	0,07472359303282106	0,09102778709534054	0,04997786131355231	0,18608943215375628	0,18526708788865354	0,2263805835379965	0,19209227535885043	0,1875306244182927	0,20100963039200026	0,21142661639165583	0,18439756906288052	0,06737278582317552
mbert_context_last_layer	0,14565993697481971	0,1177731482749872	0,0222714948389231	0,07472335417277731	-	0,03966460369521563	0,029968408046382566	0,18268860170749257	0,18114562755949715	0,24291028774454781	0,18928003631341062	0,16702897784134108	0,2056469220445145	0,21105034837112413	0,1732319108541095	0,007932947942443924
mbert_standalone	0,04025666702510522	0,029500072917757802	0,08278523031192575	0,09102823707105534	0,039664574495483995	-	0,0665306042149233	0,21755105263058439	0,21747011355299717	0,16992148463842383	0,22857049706663457	0,17219613625589503	0,2579887102291645	0,270041027044046	0,16754194222292595	0,017852110260203835
mbert_vulic	0,19479233179593358	0,1334948038920678	0,007155094350999813	0,049978282455809486	0,029968750376856534	0,06653066990764511	-	0,221932974281295	0,21978009687511835	0,3023484295040737	0,22246406039140698	0,20626024328581993	0,23465435469314844	0,2414509328615737	0,20038332622395105	0,026589420219948035
xlmr_context_last_layer	0,029698443163872934	0,06489315285761066	0,23939291114088423	0,1860893740833649	0,18268866219018043	0,21755070155485468	0,22193251388654112	-	0,008428932768599018	0,05511375970675014	0,3634674332208987	0,1953474496910942	0,45717055247379734	0,333188511663044	0,14307308640578387	0,18014137785829787
xlmr_standalone	0,030252850999123004	0,0640948276765021	0,2390241333309424	0,1852678511607313	0,1811453184900682	0,21746967017377616	0,21977951318461098	0,00842904737252248	-	0,0525962388952852	0,33478145712651175	0,18733225125892994	0,4336954404657223	0,3249013214086701	0,1377895206539157	0,17989950546854694
xlmr_vulic	0,0439956772341451	0,10130820832302101	0,2565542078166362	0,22638047205743783	0,2429102311475385	0,16992151093817764	0,30234876759330764	0,055113717126399564	0,05259635239223204	-	0,08866221178300804	0,14644454585384736	0,12901421889777842	0,213644481189474	0,11614719041105248	0,1932779213535334
clip_context_avg	0,07343794747035537	0,0661843786348496	0,2427438666799151	0,1920920591007811	0,18928052830430142	0,22857067917226537	0,2224642814785992	0,3634674248807893	0,3347815306935672	0,088662494804293	-	0,06272336964534997	0,17597788600584752	0,173130983107201	0,04194984138086588	0,19691404856079053
clip_standalone	0,09549348362744348	0,05005162395617424	0,20382387254746226	0,1875309311090665	0,16702933850627222	0,17219617212749616	0,2062596877524081	0,19534730380513776	0,18733238033146016	0,14644391534375478	0,06272343195652863	-	0,04809422586249512	0,1131150056090714	0,0051639678919582765	0,20903531287618038
mclip_context_avg	0,10928336555801765	0,08220340372884827	0,25951662001617426	0,2010097495697002	0,20564678874749953	0,25798897288848566	0,2346540964862992	0,45717059439433316	0,43369519454268357	0,12901383411991973	0,17597776465804083	0,04809438353826201	-	0,10162749924168302	0,041587326160095084	0,21594860153517148
mclip_standalone	0,1656053141906031	0,10849118926851986	0,26313568189055114	0,2114268994821361	0,211050107088526	0,2700413036384448	0,2414512612703692	0,3331886823637815	0,32490137046733414	0,2136443286202533	0,17313088146402633	0,11311498199399206	0,10162756340424073	-	0,0961956583092598	0,2441984389334766
openclip_context_avg	0,09773363804458302	0,0583796621289826	0,2093873865169159	0,18439776785157902	0,17323235465796327	0,16754179498149147	0,2003828735523857	0,14307302856021553	0,13778943634455398	0,11614759468949132	0,04194983856512635	0,005163905887727749	0,04158738808626239	0,09619573788314129	-	0,1765492714645327
openclip_standalone	0,07951375617293988	0,04121707771856076	0,038973686314260014	0,06737291637279486	0,007932775381351287	0,017852220263265495	0,026589358828839837	0,18014148672977237	0,17989946005477297	0,1932779359878285	0,19691401852561508	0,2090352984877598	0,21594871995904896	0,24419860639879276	0,1765493114383978	-
features:basic+all_wordnet_relations
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,07399959110251964	0,16746247847519624	0,2515054810929671	0,15684428103722237	0,04699205552815411	0,20536391249632358	0,045037532616545306	0,04599831953036526	0,04963644228596098	0,08730182480440574	0,1033343019248828	0,12247336498970274	0,17295853561478292	0,10966098679446579	0,08044707314232902
bert_context_last_layer	0,07399964531611436	-	0,16418564145475645	0,25723245819367346	0,12263199782858147	0,0724056539927197	0,13775100426761533	0,13439123734904623	0,13398827730986895	0,1452708409978002	0,13538693108794386	0,10054582731919759	0,14908006910557747	0,15464407550850257	0,12300101315122536	0,054509072419316906
bert_standalone	0,16746260962192117	0,1641854582183383	-	0,12609196182575466	0,04686201321244443	0,08399328953896512	0,028947473409271063	0,2450743874839375	0,24515373302037002	0,2578006320936389	0,2467699779145821	0,2045718998642968	0,2624850197187627	0,2641963253955123	0,21051356955068912	0,0415430214020196
bert_vulic	0,2515054214456174	0,25723210476388536	0,12609197639193548	-	0,1266771133429725	0,16154333966536527	0,10281756972426759	0,2615489326171109	0,2608562397734784	0,29709792117959577	0,265867884934751	0,2583022929467288	0,27362960735190933	0,27662983509672523	0,25636240915460384	0,1229187113437723
mbert_context_last_layer	0,15684429041426562	0,1226319148559809	0,04686210819306613	0,12667710181048886	-	0,0758031844510948	0,031112969500805443	0,22727098321620232	0,22607306463865484	0,2723681016047015	0,2317807534825218	0,20068165902548585	0,24665121841391047	0,24086363366146069	0,2124204065955182	0,020518462224372702
mbert_standalone	0,04699202076201292	0,07240548382146295	0,08399326670063312	0,16154367876328068	0,0758032104550791	-	0,0969528766218889	0,220692798777385	0,2210984867756699	0,17132685776627266	0,23016266919809403	0,17361118923851937	0,2589964620773214	0,2713022608780883	0,16771750590477874	0,02318503145637041
mbert_vulic	0,20536389658682197	0,13775123489698526	0,028947498215423195	0,10281758310013644	0,03111330951775293	0,09695289919971006	-	0,2560754911484816	0,2541992720586941	0,32710610413622265	0,25460166062915424	0,2329787377376471	0,265493222216733	0,2651928059243116	0,22952489515469743	0,03870681486666605
xlmr_context_last_layer	0,04503753952631351	0,1343913546553348	0,24507390125270834	0,26154882230896404	0,22727110825861507	0,22069247558443283	0,25607506981282735	-	0,017856116276448786	0,07079019685239119	0,36539984575052953	0,21218935685852836	0,4588879495719267	0,34597272612222574	0,14710130222731455	0,19335690634673597
xlmr_standalone	0,04599830643775149	0,1339883403669737	0,245153542307319	0,2608566450661919	0,2260729472210754	0,22109806072160842	0,2541988543268784	0,017856112799321977	-	0,0688694382625542	0,3384024856644189	0,20537442253411264	0,4369999098365398	0,3390136137819866	0,1427305424323415	0,19357440628832567
xlmr_vulic	0,049636480913263004	0,14527086006270507	0,2578012071023962	0,29709758605790404	0,27236805166401956	0,17132688645650485	0,32710640452690987	0,07079022750081809	0,06886960871801373	-	0,09924558260660998	0,14777415896403145	0,13791298205592029	0,21563200071707667	0,1206456954671783	0,1959646589425752
clip_context_avg	0,08730184673897334	0,13538693525099532	0,24677035313892315	0,2658679773144438	0,231780916322877	0,23016285257668367	0,2546020206915758	0,36539981045187386	0,33840258062079853	0,09924605599893821	-	0,0764799799999536	0,176310681652472	0,18458769834757172	0,04568736978280552	0,20836074845574581
clip_standalone	0,10333431143570337	0,10054600638079247	0,20457198620132744	0,25830214476115787	0,20068177528376607	0,17361141054740992	0,23297819586040902	0,2121893138534986	0,20537450097124554	0,1477735309527175	0,0764799175114802	-	0,05872578925239291	0,11316581441610507	0,008545878317233968	0,21570700572529877
mclip_context_avg	0,12247338275834097	0,14908001785219804	0,26248518605137927	0,2736295248069345	0,2466512253971047	0,25899673044582616	0,2654929088565233	0,4588879765702921	0,4369997244343775	0,13791258865875367	0,1763105775124355	0,05872589356621272	-	0,11239455647350771	0,043652921461873384	0,22592603893246554
mclip_standalone	0,17295852417699964	0,1546439847240888	0,2641963478679382	0,2766299305839063	0,2408635327790707	0,2713025874035707	0,2651929887316299	0,34597276874982763	0,33901374532949136	0,21563184662700685	0,18458766647644353	0,11316578870653993	0,11239461629920999	-	0,09896414804428721	0,24897738199553476
openclip_context_avg	0,10966097230389915	0,12300099475706872	0,21051356563740986	0,25636238861600025	0,21242052080770524	0,1677173743112318	0,22952468130837633	0,14710131278608396	0,14273051592047303	0,12064614297799181	0,04568736351845648	0,008545798872223287	0,043652923712154124	0,09896424351361088	-	0,18432282955504709
openclip_standalone	0,08044710384198617	0,054509095885199144	0,041542829837114326	0,12291878925456223	0,020518442945640203	0,02318497019377841	0,03870668050350701	0,1933568518711083	0,19357436806455353	0,1959646558599497	0,20836066733156	0,2157070122119369	0,22592613784257765	0,24897751711484928	0,18432268589144307	-
features:all_wordnet_relations
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,030372695904509417	0,002621547451316264	0,11477261671358086	0,030765176389511373	0,00381197623671492	0,03292121013228089	0,018704857013675746	0,019159901047795524	0,010312379737590582	0,01738095895344427	0,009499976473670624	0,01754470974039324	0,011478702059680823	0,014046349562430449	0,0018721463994854082
bert_context_last_layer	0,03037277715789133	-	0,026606469557781565	0,09253288841165141	0,01123589993933638	0,051962487970331095	0,010239118582059836	0,10704433540649094	0,10729558796323269	0,08169412012239818	0,10470059421451916	0,07247630548412587	0,10220289652733783	0,06880056949552027	0,09382049996273134	0,013954780124927235
bert_standalone	0,002621492465770703	0,026606424787624317	-	0,11060245209954678	0,02473489158981923	0,005631563633144543	0,02439424827670056	0,024183040148627155	0,025151589571903665	0,007571812259474564	0,02066763760747936	0,006970472180725773	0,018891611832649202	0,01032901701145339	0,011083724800345363	0,0014245055501324044
bert_vulic	0,11477267976448469	0,09253274728804817	0,11060246160615672	-	0,07908091779885862	0,10767836758615845	0,075632532452229	0,12854684347143341	0,12858892210252582	0,12929096142089191	0,12539931464154597	0,11865992035559525	0,12414546348015398	0,11168642711824917	0,12054229248675852	0,08309230848003402
mbert_context_last_layer	0,030765208223983542	0,011235926912232963	0,024734906387953504	0,07908086778095913	-	0,053654496348814806	0,0022694277846759814	0,08443557559998494	0,08474645484788568	0,06960540854167308	0,08087220949553975	0,06402237330536054	0,07955334097049627	0,059731864782240685	0,07298652816949569	0,01731163406113989
mbert_standalone	0,0038119998495738106	0,05196247602694837	0,005631530879568247	0,10767838790847639	0,053654489760446955	-	0,04981656633931841	0,017770853448902058	0,018869890791070487	0,0025224301717063913	0,013202286097226179	0,0062148801699437595	0,011926401294123812	0,008012519717294775	0,005942356270773108	0,009618521558496296
mbert_vulic	0,032921184728902264	0,010239060652158849	0,02439424507407184	0,07563260677856598	0,002269438226791931	0,04981657284035823	-	0,0719380194654079	0,07218625695961434	0,0660125486203178	0,06822136527996725	0,05712836852758607	0,06695070451617735	0,053335628986914796	0,0606352820685333	0,019230356991982278
xlmr_context_last_layer	0,01870485359901264	0,1070443046600269	0,024183130036610656	0,12854685861523252	0,08443554609819992	0,017770692257290333	0,07193799331977258	-	0,009575097406426702	0,010789936193850935	0,01062099280172879	0,03607985851820539	0,010481131579581193	0,02724280160364667	0,010830230776208594	0,035528135106827285
xlmr_standalone	0,019159897558275962	0,10729563250141883	0,025151359621350955	0,12858903463412408	0,08474637507233862	0,01886981600932247	0,07218616223746666	0,009575050193094126	-	0,011357691818138393	0,012755726355083707	0,03755324533966076	0,012375171451855294	0,02877157069434544	0,012183584031089323	0,03629133950478891
xlmr_vulic	0,010312398200105988	0,0816941140959323	0,007571664246559973	0,12929102884130905	0,06960540017451777	0,002522438158126472	0,06601257889921819	0,010789945499623976	0,011357699961572876	-	0,006590748299308391	0,0030774898816490204	0,006276227349921282	0,00529435840027459	0,002377197710289103	0,01626521838508377
clip_context_avg	0,017380962757129303	0,10470068282099976	0,02066767472575115	0,12539922501127487	0,08087234562492684	0,013202211560514265	0,06822128872833821	0,010621006005808176	0,012755720719535235	0,0065907974567051	-	0,02696443702727147	0,0026202469714450283	0,021042912066484343	0,008371713635503042	0,03243280657720371
clip_standalone	0,009499966138725835	0,07247630548412587	0,0069703105377136865	0,11866005923584211	0,06402248964256929	0,006215130868188035	0,05712835180976661	0,03607982793511788	0,037553255868169044	0,003077460453351666	0,026964469842176153	-	0,02176552229981521	0,00216708392458298	0,005451310224964034	0,02277214211977907
mclip_context_avg	0,017544706397900955	0,10220289652733794	0,018891535376126978	0,12414552534334289	0,07955327981976446	0,011926536889819706	0,06695073130378637	0,01048113273385698	0,012375173471091183	0,006276225964308879	0,0026202671495769714	0,021765543717501834	-	0,020149935477884906	0,006094817295634658	0,0301747676677403
mclip_standalone	0,01147869780100208	0,06880053833594735	0,010329092546994989	0,11168648000292924	0,05973178857762618	0,008012606307093773	0,053335727772917396	0,027242821214365942	0,028771557954098914	0,005294364861843204	0,021042907160840563	0,002167077809344442	0,02014993547788524	-	0,005743877660664309	0,01919482438577491
openclip_context_avg	0,014046353926253752	0,09382046134333122	0,011083769108171326	0,12054235114550516	0,07298666879189641	0,005942425861230949	0,060635140676135624	0,010830193643726505	0,012183561872062376	0,0023772269776413113	0,008371715087579501	0,005451317297257674	0,006094868792966279	0,005743877130597985	-	0,02392796250431284
